"Date";"Tm";"at";"Opp";"Result";"Player";"Dist";"Good.";"Blk.";"Pressure";"Altitude";"Roof.type";"Field"
"2019-10-06";"DAL";"";"GNB";"L 24-34";"Brett Maher";33;0;"no";"Regular Season";"no";"dome";"turf"
"2019-09-22";"DET";"@";"PHI";"W 27-24";"Matt Prater";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"PIT";"";"BAL";"L 23-26";"Chris Boswell";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-23";"GNB";"@";"MIN";"W 23-10";"Mason Crosby";33;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-03";"PIT";"";"IND";"W 26-24";"Chris Boswell";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-16";"NOR";"";"IND";"W 34-7";"Wil Lutz";33;1;"no";"Regular Season";"no";"dome";"grass"
"2019-10-27";"CHI";"";"LAC";"L 16-17";"Eddy Pineiro ";33;0;"no";"Regular Season";"no";"open";"grass"
"2019-10-17";"KAN";"@";"DEN";"W 30-6";"Harrison Butker";33;1;"no";"Regular Season";"yes";"open";"grass"
"2019-12-29";"GNB";"@";"DET";"W 23-20";"Mason Crosby";33;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-01";"LAR";"@";"ARI";"W 34-7";"Greg Zuerlein";33;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-15";"BAL";"";"ARI";"W 23-17";"Justin Tucker";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"PIT";"";"SEA";"L 26-28";"Chris Boswell";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"SFO";"@";"CIN";"W 41-17";"Robbie Gould";33;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-08";"GNB";"";"WAS";"W 20-15";"Mason Crosby";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-10";"PIT";"";"LAR";"W 17-12";"Chris Boswell";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"ATL";"@";"TAM";"W 28-22";"Younghoe Koo";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"OAK";"";"JAX";"L 16-20";"Daniel Carlson";33;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"JAX";"@";"DEN";"W 26-24";"Josh Lambo";33;1;"no";"Regular Season";"yes";"open";"grass"
"2019-11-03";"WAS";"@";"BUF";"L 9-24";"Dustin Hopkins ";33;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-08";"DET";"@";"ARI";"T 27-27";"Matt Prater";33;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-29";"SEA";"@";"ARI";"W 27-10";"Jason Myers";33;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-29";"CHI";"@";"MIN";"W 21-19";"Eddy Pineiro ";33;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-08";"GNB";"";"WAS";"W 20-15";"Mason Crosby";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-21";"HOU";"@";"TAM";"W 23-20";"Ka'imi Fairbairn";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"OAK";"";"DET";"W 31-24";"Daniel Carlson";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"IND";"@";"KAN";"W 19-13";"Adam Vinatieri";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-12";"CAR";"";"TAM";"L 14-20";"Joey Slye";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-25";"LAR";"";"BAL";"L 6-45";"Greg Zuerlein";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"DAL";"@";"PHI";"L 9-17";"Kai Forbath";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"SFO";"@";"BAL";"L 17-20";"Robbie Gould";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"KAN";"@";"CHI";"W 26-3";"Harrison Butker";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-03";"LAR";"@";"SEA";"L 29-30";"Greg Zuerlein";32;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"TAM";"@";"ATL";"W 35-22";"Matt Gay";32;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-06";"LAC";"";"DEN";"L 13-20";"Chase McLaughlin";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"IND";"@";"KAN";"W 19-13";"Adam Vinatieri";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-07";"SFO";"";"CLE";"W 31-3";"Robbie Gould";32;0;"yes";"Regular Season";"no";"open";"grass"
"2019-10-06";"MIN";"@";"NYG";"W 28-10";"Dan Bailey";32;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-13";"JAX";"";"NOR";"L 6-13";"Josh Lambo";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"DEN";"";"CHI";"L 14-16";"Brandon McManus";32;1;"no";"Regular Season";"yes";"open";"grass"
"2019-12-29";"MIA";"@";"NWE";"W 27-24";"Jason Sanders";32;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-29";"ATL";"";"TEN";"L 10-24";"Matt Bryant";32;0;"no";"Regular Season";"no";"dome";"turf"
"2019-10-06";"NYG";"";"MIN";"L 10-28";"Aldrick Rosas";32;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-29";"GNB";"@";"DET";"W 23-20";"Mason Crosby";32;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-09";"NOR";"";"HOU";"W 30-28";"Wil Lutz";32;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-15";"JAX";"@";"HOU";"L 12-13";"Josh Lambo";32;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-12";"TAM";"@";"CAR";"W 20-14";"Matt Gay";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"DEN";"@";"KAN";"L 3-23";"Brandon McManus";32;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"DAL";"@";"NYJ";"L 22-24";"Brett Maher";32;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-27";"ARI";"@";"NOR";"L 9-31";"Zane Gonzalez";31;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-08";"TAM";"";"SFO";"L 17-31";"Matt Gay";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-17";"CAR";"";"ATL";"L 3-29";"Joey Slye";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"KAN";"@";"NWE";"W 23-16";"Harrison Butker";31;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-22";"BAL";"@";"CLE";"W 31-15";"Justin Tucker";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"CLE";"@";"PIT";"L 13-20";"Austin Seibert";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"ARI";"@";"NOR";"L 9-31";"Zane Gonzalez";31;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-15";"MIN";"@";"GNB";"L 16-21";"Dan Bailey";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"SEA";"";"BAL";"L 16-30";"Jason Myers";31;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-29";"WAS";"@";"DAL";"L 16-47";"Dustin Hopkins ";31;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-01";"DEN";"";"LAC";"W 23-20";"Brandon McManus";31;1;"no";"Regular Season";"yes";"open";"grass"
"2019-12-05";"DAL";"@";"CHI";"L 24-31";"Brett Maher";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"MIA";"@";"NYJ";"L 21-22";"Jason Sanders";31;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"ARI";"@";"CIN";"W 26-23";"Zane Gonzalez";31;1;"no";"Regular Season";"no";"open";"turf"
"2020-02-02";"KAN";"@";"SFO";"W 31-20";"Harrison Butker";31;1;"no";"Playoffs";"no";"open";"grass"
"2019-12-08";"CLE";"";"CIN";"W 27-19";"Austin Seibert";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"DEN";"";"TEN";"W 16-0";"Brandon McManus";31;1;"no";"Regular Season";"yes";"open";"grass"
"2019-10-06";"MIN";"@";"NYG";"W 28-10";"Dan Bailey";31;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"IND";"@";"KAN";"W 19-13";"Adam Vinatieri";31;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-12";"HOU";"@";"KAN";"L 31-51";"Ka'imi Fairbairn";31;1;"no";"Playoffs";"no";"open";"grass"
"2019-12-29";"ARI";"@";"LAR";"L 24-31";"Zane Gonzalez";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"TEN";"@";"IND";"W 31-17";"Ryan Succop";31;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-29";"PHI";"@";"NYG";"W 34-17";"Jake Elliott";31;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-20";"HOU";"@";"IND";"L 23-30";"Ka'imi Fairbairn";31;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-26";"GNB";"";"PHI";"L 27-34";"Mason Crosby";31;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"NYG";"";"WAS";"W 24-3";"Aldrick Rosas";30;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-17";"DAL";"@";"DET";"W 35-27";"Brett Maher";30;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-08";"PIT";"@";"ARI";"W 23-17";"Chris Boswell";30;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-03";"CLE";"@";"DEN";"L 19-24";"Austin Seibert";30;1;"no";"Regular Season";"yes";"open";"grass"
"2019-09-26";"GNB";"";"PHI";"L 27-34";"Mason Crosby";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"SEA";"@";"CAR";"W 30-24";"Jason Myers";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"DEN";"@";"GNB";"L 16-27";"Brandon McManus";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"NYJ";"@";"BUF";"W 13-6";"Sam Ficken";30;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-03";"JAX";"";"HOU";"L 3-26";"Josh Lambo";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-24";"WAS";"@";"MIN";"L 9-19";"Dustin Hopkins ";30;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-28";"CHI";"@";"DET";"W 24-20";"Eddy Pineiro ";30;1;"no";"Regular Season";"no";"dome";"turf"
"2020-01-19";"TEN";"@";"KAN";"L 24-35";"Greg Joseph";30;1;"no";"Playoffs";"no";"open";"grass"
"2019-12-01";"LAC";"@";"DEN";"L 20-23";"Michael Badgley";30;1;"no";"Regular Season";"yes";"open";"grass"
"2019-10-20";"NOR";"@";"CHI";"W 36-25";"Wil Lutz";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-10";"TAM";"";"ARI";"W 30-27";"Matt Gay";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"SFO";"@";"SEA";"W 26-21";"Robbie Gould";30;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-29";"CHI";"";"MIN";"W 16-6";"Eddy Pineiro ";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"MIA";"";"LAC";"L 10-30";"Jason Sanders";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"ARI";"";"PIT";"L 17-23";"Zane Gonzalez";30;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-10";"LAR";"@";"PIT";"L 12-17";"Greg Zuerlein";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-07";"CLE";"@";"SFO";"L 3-31";"Austin Seibert";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-10";"ATL";"@";"NOR";"W 26-9";"Younghoe Koo";30;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-10";"KAN";"@";"TEN";"L 32-35";"Harrison Butker";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"BAL";"";"SFO";"W 20-17";"Justin Tucker";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"CLE";"@";"DEN";"L 19-24";"Austin Seibert";30;1;"no";"Regular Season";"yes";"open";"grass"
"2019-12-15";"CHI";"@";"GNB";"L 13-21";"Eddy Pineiro ";30;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"SEA";"";"ARI";"L 13-27";"Jason Myers";30;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-08";"SFO";"@";"NOR";"W 48-46";"Robbie Gould";30;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-08";"ATL";"";"CAR";"W 40-20";"Younghoe Koo";29;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-20";"JAX";"@";"CIN";"W 27-17";"Josh Lambo";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-27";"NWE";"";"CLE";"W 27-13";"Mike Nugent";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"KAN";"";"IND";"L 13-19";"Harrison Butker";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"ATL";"@";"ARI";"L 33-34";"Matt Bryant";29;1;"no";"Regular Season";"no";"dome";"grass"
"2019-10-27";"JAX";"";"NYJ";"W 29-15";"Josh Lambo";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"DEN";"@";"IND";"L 13-15";"Brandon McManus";29;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-03";"LAC";"";"GNB";"W 26-11";"Michael Badgley";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"DAL";"@";"NWE";"L 9-13";"Brett Maher";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-04";"NYG";"";"DAL";"L 18-37";"Aldrick Rosas";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-03";"MIN";"@";"KAN";"L 23-26";"Dan Bailey";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"WAS";"@";"BUF";"L 9-24";"Dustin Hopkins ";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-17";"WAS";"";"NYJ";"L 17-34";"Dustin Hopkins ";29;0;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"SFO";"@";"TAM";"W 31-17";"Robbie Gould";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"HOU";"@";"TEN";"W 24-21";"Ka'imi Fairbairn";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"NWE";"";"CLE";"W 27-13";"Mike Nugent";29;0;"yes";"Regular Season";"no";"open";"turf"
"2019-10-20";"DAL";"";"PHI";"W 37-10";"Brett Maher";29;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-08";"IND";"@";"LAC";"L 24-30";"Adam Vinatieri";29;0;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"IND";"@";"KAN";"W 19-13";"Adam Vinatieri";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-02";"SEA";"";"MIN";"W 37-30";"Jason Myers";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"NOR";"";"TAM";"W 31-24";"Wil Lutz";29;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-01";"PIT";"";"CLE";"W 20-13";"Chris Boswell";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"NWE";"";"KAN";"L 16-23";"Nick Folk";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-17";"ATL";"@";"CAR";"W 29-3";"Younghoe Koo";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"NYJ";"@";"MIA";"L 18-26";"Sam Ficken";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"PIT";"";"BAL";"L 23-26";"Chris Boswell";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"OAK";"";"KAN";"L 10-28";"Daniel Carlson";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"BUF";"";"NYJ";"L 6-13";"Stephen Hauschka";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-20";"LAC";"@";"TEN";"L 20-23";"Chase McLaughlin";29;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-05";"NOR";"";"MIN";"L 20-26";"Wil Lutz";29;1;"no";"Playoffs";"no";"dome";"grass"
"2019-11-17";"DEN";"@";"MIN";"L 23-27";"Brandon McManus";29;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-24";"MIN";"";"WAS";"W 19-9";"Dan Bailey";29;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-02";"SEA";"";"MIN";"W 37-30";"Jason Myers";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-20";"SFO";"@";"WAS";"W 9-0";"Robbie Gould";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"CAR";"@";"TAM";"W 37-26";"Joey Slye";29;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"SFO";"";"GNB";"W 37-8";"Chase McLaughlin";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-10";"NOR";"";"ATL";"L 9-26";"Wil Lutz";29;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-09";"OAK";"";"DEN";"W 24-16";"Daniel Carlson";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-30";"PIT";"";"CIN";"W 27-3";"Chris Boswell";29;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"BUF";"";"NYJ";"L 6-13";"Stephen Hauschka";28;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-03";"PHI";"";"CHI";"W 22-14";"Jake Elliott";28;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-04";"HOU";"";"BUF";"W 22-19";"Ka'imi Fairbairn";28;1;"no";"Playoffs";"no";"dome";"turf"
"2019-12-29";"WAS";"@";"DAL";"L 16-47";"Dustin Hopkins ";28;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-30";"CIN";"@";"PIT";"L 3-27";"Randy Bullock";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"DAL";"";"MIA";"W 31-6";"Brett Maher";28;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-15";"BAL";"";"ARI";"W 23-17";"Justin Tucker";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"PHI";"";"NYJ";"W 31-6";"Jake Elliott";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"PHI";"";"CHI";"W 22-14";"Jake Elliott";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"BAL";"@";"SEA";"W 30-16";"Justin Tucker";28;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"PHI";"";"SEA";"L 9-17";"Jake Elliott";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"SFO";"@";"WAS";"W 9-0";"Robbie Gould";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"KAN";"";"GNB";"L 24-31";"Harrison Butker";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"NWE";"@";"MIA";"W 43-0";"Stephen Gostkowski";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"CIN";"@";"LAR";"L 10-24";"Randy Bullock";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"IND";"";"TEN";"L 17-31";"Adam Vinatieri";28;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-10";"NOR";"";"ATL";"L 9-26";"Wil Lutz";28;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-08";"NYG";"@";"DAL";"L 17-35";"Aldrick Rosas";28;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-08";"ARI";"";"DET";"T 27-27";"Zane Gonzalez";28;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-04";"DAL";"@";"NYG";"W 37-18";"Brett Maher";28;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-15";"JAX";"@";"OAK";"W 20-16";"Josh Lambo";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"MIA";"@";"NYJ";"L 21-22";"Jason Sanders";28;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-29";"OAK";"@";"DEN";"L 15-16";"Daniel Carlson";28;1;"no";"Regular Season";"yes";"open";"grass"
"2019-11-24";"CAR";"@";"NOR";"L 31-34";"Joey Slye";28;0;"no";"Regular Season";"no";"dome";"grass"
"2019-09-29";"DAL";"@";"NOR";"L 10-12";"Brett Maher";28;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-08";"KAN";"@";"JAX";"W 40-26";"Harrison Butker";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"DAL";"";"WAS";"W 47-16";"Kai Forbath";28;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-24";"WAS";"";"DET";"W 19-16";"Dustin Hopkins ";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"CIN";"@";"CLE";"L 19-27";"Randy Bullock";28;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"OAK";"";"JAX";"L 16-20";"Daniel Carlson";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-18";"LAC";"";"KAN";"L 17-24";"Michael Badgley";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"LAC";"";"OAK";"L 17-24";"Michael Badgley";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"MIN";"";"DET";"W 20-7";"Dan Bailey";27;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-15";"MIN";"@";"LAC";"W 39-10";"Dan Bailey";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"ATL";"@";"TAM";"W 28-22";"Younghoe Koo";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"DAL";"@";"NWE";"L 9-13";"Brett Maher";27;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-07";"LAC";"@";"OAK";"L 24-26";"Michael Badgley";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-24";"MIN";"";"WAS";"W 19-9";"Dan Bailey";27;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-22";"TAM";"";"NYG";"L 31-32";"Matt Gay";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"JAX";"@";"ATL";"L 12-24";"Josh Lambo";27;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-03";"CLE";"@";"DEN";"L 19-24";"Austin Seibert";27;1;"no";"Regular Season";"yes";"open";"grass"
"2019-11-10";"MIN";"@";"DAL";"W 28-24";"Dan Bailey";27;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-24";"SFO";"";"GNB";"W 37-8";"Chase McLaughlin";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"LAR";"@";"CAR";"W 30-27";"Greg Zuerlein";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"CAR";"@";"IND";"L 6-38";"Joey Slye";27;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-15";"CHI";"@";"GNB";"L 13-21";"Eddy Pineiro ";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"BAL";"@";"PIT";"W 26-23";"Justin Tucker";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"CIN";"@";"SEA";"L 20-21";"Randy Bullock";27;1;"no";"Regular Season";"no";"open";"turf"
"2020-01-19";"SFO";"";"GNB";"W 37-20";"Robbie Gould";27;1;"no";"Playoffs";"no";"open";"grass"
"2019-12-01";"LAR";"@";"ARI";"W 34-7";"Greg Zuerlein";27;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-01";"NYG";"";"GNB";"L 13-31";"Aldrick Rosas";27;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"CIN";"";"PIT";"L 10-16";"Randy Bullock";27;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-10";"CLE";"";"BUF";"W 19-16";"Austin Seibert";27;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"MIA";"@";"NWE";"W 27-24";"Jason Sanders";27;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-03";"PIT";"";"IND";"W 26-24";"Chris Boswell";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-16";"NOR";"";"IND";"W 34-7";"Wil Lutz";26;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-17";"ARI";"@";"SFO";"L 26-36";"Zane Gonzalez";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"MIA";"";"NYJ";"W 26-18";"Jason Sanders";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"PIT";"@";"CIN";"W 16-10";"Chris Boswell";26;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-29";"CAR";"@";"HOU";"W 16-10";"Joey Slye";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-08";"JAX";"";"LAC";"L 10-45";"Josh Lambo";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"CHI";"";"NYG";"W 19-14";"Eddy Pineiro ";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"HOU";"";"ATL";"W 53-32";"Ka'imi Fairbairn";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-22";"DEN";"";"DET";"W 27-17";"Brandon McManus";26;1;"no";"Regular Season";"yes";"open";"grass"
"2019-10-27";"NOR";"";"ARI";"W 31-9";"Wil Lutz";26;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-29";"PIT";"@";"BAL";"L 10-28";"Chris Boswell";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-28";"BUF";"@";"DAL";"W 26-15";"Stephen Hauschka";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-29";"CHI";"@";"MIN";"W 21-19";"Eddy Pineiro ";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-09";"DEN";"@";"OAK";"L 16-24";"Brandon McManus";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"PIT";"@";"SFO";"L 20-24";"Chris Boswell";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-17";"NOR";"@";"TAM";"W 34-17";"Wil Lutz";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"OAK";"@";"IND";"W 31-24";"Daniel Carlson";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-21";"SFO";"";"LAR";"W 34-31";"Robbie Gould";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"BAL";"@";"PIT";"W 26-23";"Justin Tucker";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"JAX";"@";"CIN";"W 27-17";"Josh Lambo";26;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"PIT";"@";"CIN";"W 16-10";"Chris Boswell";26;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-04";"NYG";"";"DAL";"L 18-37";"Aldrick Rosas";26;1;"no";"Regular Season";"no";"open";"turf"
"2020-01-05";"PHI";"";"SEA";"L 9-17";"Jake Elliott";26;1;"no";"Playoffs";"no";"open";"grass"
"2019-10-20";"HOU";"@";"IND";"L 23-30";"Ka'imi Fairbairn";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-09";"DEN";"@";"OAK";"L 16-24";"Brandon McManus";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"CLE";"";"MIA";"W 41-24";"Austin Seibert";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"DAL";"";"PHI";"W 37-10";"Brett Maher";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-14";"DET";"@";"GNB";"L 22-23";"Matt Prater";26;1;"no";"Regular Season";"no";"open";"grass"
